m,lam,j,Mj,v2Mj,v2binom,val,f,v2f,jbits,mbits,in_Jstar,core4,quot4,quotsize
8,5|5|2|2|1|1,8,2100,2,0,12,480480,5,1000,1000,0,4|2|2,1;;1;,1|0|1|0
8,5|5|2|1|1|1|1,0,305760,5,0,10,305760,5,0,1000,1,4|2|2,1;1;;,1|1|0|0
8,5|5|2|1|1|1|1,1,160524,2,3,11,305760,5,1,1000,0,4|2|2,1;1;;,1|1|0|0
8,5|5|2|1|1|1|1,2,83160,3,2,12,305760,5,10,1000,0,4|2|2,1;1;;,1|1|0|0
8,5|5|2|1|1|1|1,3,42630,1,3,11,305760,5,11,1000,0,4|2|2,1;1;;,1|1|0|0
8,5|5|2|1|1|1|1,4,21700,2,1,10,305760,5,100,1000,1,4|2|2,1;1;;,1|1|0|0
8,5|5|2|1|1|1|1,5,11020,2,3,15,305760,5,101,1000,0,4|2|2,1;1;;,1|1|0|0
8,5|5|2|1|1|1|1,6,5620,2,2,14,305760,5,110,1000,0,4|2|2,1;1;;,1|1|0|0
8,5|5|2|1|1|1|1,7,2905,0,3,13,305760,5,111,1000,0,4|2|2,1;1;;,1|1|0|0
8,5|5|2|1|1|1|1,8,1540,2,0,12,305760,5,1000,1000,0,4|2|2,1;1;;,1|1|0|0
8,5|5|1|1|1|1|1|1,0,76440,3,0,6,76440,3,0,1000,1,,2|1;;;1,3|0|0|1
8,5|5|1|1|1|1|1|1,1,42042,1,3,9,76440,3,1,1000,0,,2|1;;;1,3|0|0|1
8,5|5|1|1|1|1|1|1,2,22638,1,2,8,76440,3,10,1000,0,,2|1;;;1,3|0|0|1
8,5|5|1|1|1|1|1|1,3,11970,1,3,11,76440,3,11,1000,0,,2|1;;;1,3|0|0|1
8,5|5|1|1|1|1|1|1,4,6244,2,1,10,76440,3,100,1000,0,,2|1;;;1,3|0|0|1
8,5|5|1|1|1|1|1|1,5,3235,0,3,11,76440,3,101,1000,0,,2|1;;;1,3|0|0|1
8,5|5|1|1|1|1|1|1,6,1681,0,2,10,76440,3,110,1000,0,,2|1;;;1,3|0|0|1
8,5|5|1|1|1|1|1|1,7,889,0,3,13,76440,3,111,1000,0,,2|1;;;1,3|0|0|1
8,5|5|1|1|1|1|1|1,8,490,1,0,10,76440,3,1000,1000,0,,2|1;;;1,3|0|0|1
8,5|4|4|3,0,180180,2,0,4,180180,2,0,1000,1,,2;1;1;,2|1|1|0
8,5|4|4|3,1,87087,0,3,7,180180,2,1,1000,0,,2;1;1;,2|1|1|0
8,5|4|4|3,2,42405,0,2,6,180180,2,10,1000,0,,2;1;1;,2|1|1|0
8,5|4|4|3,3,20790,1,3,11,180180,2,11,1000,0,,2;1;1;,2|1|1|0
8,5|4|4|3,4,10253,0,1,6,180180,2,100,1000,0,,2;1;1;,2|1|1|0
8,5|4|4|3,5,5080,3,3,17,180180,2,101,1000,0,,2;1;1;,2|1|1|0
8,5|4|4|3,6,2526,1,2,12,180180,2,110,1000,0,,2;1;1;,2|1|1|0
8,5|4|4|3,7,1260,2,3,17,180180,2,111,1000,0,,2;1;1;,2|1|1|0
8,5|4|4|3,8,630,1,0,10,180180,2,1000,1000,0,,2;1;1;,2|1|1|0
8,5|4|4|2|1,0,549120,8,0,16,549120,8,0,1000,0,3|2|1|1|1,1;1;;,1|1|0|0
8,5|4|4|2|1,1,272272,4,3,15,549120,8,1,1000,0,3|2|1|1|1,1;1;;,1|1|0|0
8,5|4|4|2|1,2,135344,4,2,14,549120,8,10,1000,0,3|2|1|1|1,1;1;;,1|1|0|0
8,5|4|4|2|1,3,67476,2,3,13,549120,8,11,1000,1,3|2|1|1|1,1;1;;,1|1|0|0
8,5|4|4|2|1,4,33744,4,1,14,549120,8,100,1000,0,3|2|1|1|1,1;1;;,1|1|0|0
8,5|4|4|2|1,5,16920,3,3,17,549120,8,101,1000,0,3|2|1|1|1,1;1;;,1|1|0|0
8,5|4|4|2|1,6,8496,4,2,18,549120,8,110,1000,0,3|2|1|1|1,1;1;;,1|1|0|0
8,5|4|4|2|1,7,4262,1,3,15,549120,8,111,1000,0,3|2|1|1|1,1;1;;,1|1|0|0
8,5|4|4|2|1,8,2128,4,0,16,549120,8,1000,1000,0,3|2|1|1|1,1;1;;,1|1|0|0
8,5|4|4|1|1|1,0,360360,3,0,6,360360,3,0,1000,1,2|2,1;;2;,1|0|2|0
8,5|4|4|1|1|1,1,183183,0,3,7,360360,3,1,1000,0,2|2,1;;2;,1|0|2|0
8,5|4|4|1|1|1,2,92829,0,2,6,360360,3,10,1000,1,2|2,1;;2;,1|0|2|0
8,5|4|4|1|1|1,3,46989,0,3,9,360360,3,11,1000,0,2|2,1;;2;,1|0|2|0
8,5|4|4|1|1|1,4,23792,4,1,14,360360,3,100,1000,0,2|2,1;;2;,1|0|2|0
8,5|4|4|1|1|1,5,12055,0,3,11,360360,3,101,1000,0,2|2,1;;2;,1|0|2|0
8,5|4|4|1|1|1,6,6105,0,2,10,360360,3,110,1000,0,2|2,1;;2;,1|0|2|0
8,5|4|4|1|1|1,7,3080,3,3,19,360360,3,111,1000,0,2|2,1;;2;,1|0|2|0
8,5|4|4|1|1|1,8,1540,2,0,12,360360,3,1000,1000,0,2|2,1;;2;,1|0|2|0
8,5|4|3|3|1,0,549120,8,0,16,549120,8,0,1000,0,5|2|1,;;1;1,0|0|1|1
8,5|4|3|3|1,1,276848,4,3,15,549120,8,1,1000,0,5|2|1,;;1;1,0|0|1|1
8,5|4|3|3|1,2,139920,4,2,14,549120,8,10,1000,0,5|2|1,;;1;1,0|0|1|1
8,5|4|3|3|1,3,70860,2,3,13,549120,8,11,1000,1,5|2|1,;;1;1,0|0|1|1
8,5|4|3|3|1,4,35936,5,1,16,549120,8,100,1000,0,5|2|1,;;1;1,0|0|1|1
8,5|4|3|3|1,5,18240,6,3,23,549120,8,101,1000,0,5|2|1,;;1;1,0|0|1|1
8,5|4|3|3|1,6,9264,4,2,18,549120,8,110,1000,0,5|2|1,;;1;1,0|0|1|1
8,5|4|3|3|1,7,4710,1,3,15,549120,8,111,1000,0,5|2|1,;;1;1,0|0|1|1
8,5|4|3|3|1,8,2400,5,0,18,549120,8,1000,1000,0,5|2|1,;;1;1,0|0|1|1
8,5|4|3|2|2,0,640640,7,0,14,640640,7,0,1000,0,3|2|1|1|1,1|1;;;,2|0|0|0
8,5|4|3|2|2,1,328328,3,3,13,640640,7,1,1000,0,3|2|1|1|1,1|1;;;,2|0|0|0
8,5|4|3|2|2,2,168344,3,2,12,640640,7,10,1000,0,3|2|1|1|1,1|1;;;,2|0|0|0
8,5|4|3|2|2,3,86298,1,3,11,640640,7,11,1000,1,3|2|1|1|1,1|1;;;,2|0|0|0
8,5|4|3|2|2,4,44216,3,1,12,640640,7,100,1000,0,3|2|1|1|1,1|1;;;,2|0|0|0
8,5|4|3|2|2,5,22640,4,3,19,640640,7,101,1000,0,3|2|1|1|1,1|1;;;,2|0|0|0
8,5|4|3|2|2,6,11584,6,2,22,640640,7,110,1000,0,3|2|1|1|1,1|1;;;,2|0|0|0
8,5|4|3|2|2,7,5922,1,3,15,640640,7,111,1000,0,3|2|1|1|1,1|1;;;,2|0|0|0
8,5|4|3|2|2,8,3024,4,0,16,640640,7,1000,1000,0,3|2|1|1|1,1|1;;;,2|0|0|0
8,5|4|3|2|1|1,0,1153152,7,0,14,1153152,7,0,1000,0,5|2|1,;;1|1;,0|0|2|0
8,5|4|3|2|1|1,1,600600,3,3,13,1153152,7,1,1000,0,5|2|1,;;1|1;,0|0|2|0
8,5|4|3|2|1|1,2,311784,3,2,12,1153152,7,10,1000,0,5|2|1,;;1|1;,0|0|2|0
8,5|4|3|2|1|1,3,161406,1,3,11,1153152,7,11,1000,1,5|2|1,;;1|1;,0|0|2|0
8,5|4|3|2|1|1,4,83360,5,1,16,1153152,7,100,1000,0,5|2|1,;;1|1;,0|0|2|0
8,5|4|3|2|1|1,5,42964,2,3,15,1153152,7,101,1000,0,5|2|1,;;1|1;,0|0|2|0
8,5|4|3|2|1|1,6,22104,3,2,16,1153152,7,110,1000,0,5|2|1,;;1|1;,0|0|2|0
8,5|4|3|2|1|1,7,11354,1,3,15,1153152,7,111,1000,0,5|2|1,;;1|1;,0|0|2|0
8,5|4|3|2|1|1,8,5824,6,0,20,1153152,7,1000,1000,0,5|2|1,;;1|1;,0|0|2|0
8,5|4|3|1|1|1|1,0,582400,8,0,16,582400,8,0,1000,0,5|2|1,;1;1;,0|1|1|0
8,5|4|3|1|1|1|1,1,313040,4,3,15,582400,8,1,1000,0,5|2|1,;1;1;,0|1|1|0
8,5|4|3|1|1|1|1,2,166640,4,2,14,582400,8,10,1000,0,5|2|1,;1;1;,0|1|1|0
8,5|4|3|1|1|1|1,3,88020,2,3,13,582400,8,11,1000,1,5|2|1,;1;1;,0|1|1|0
8,5|4|3|1|1|1|1,4,46208,7,1,20,582400,8,100,1000,0,5|2|1,;1;1;,0|1|1|0
8,5|4|3|1|1|1|1,5,24140,2,3,15,582400,8,101,1000,0,5|2|1,;1;1;,0|1|1|0
8,5|4|3|1|1|1|1,6,12560,4,2,18,582400,8,110,1000,0,5|2|1,;1;1;,0|1|1|0
8,5|4|3|1|1|1|1,7,6510,1,3,15,582400,8,111,1000,0,5|2|1,;1;1;,0|1|1|0
8,5|4|3|1|1|1|1,8,3360,5,0,18,582400,8,1000,1000,0,5|2|1,;1;1;,0|1|1|0
8,5|4|2|2|2|1,0,630630,1,0,2,630630,1,0,1000,1,,2;;1|1;,2|0|2|0
8,5|4|2|2|2|1,1,336336,4,3,15,630630,1,1,1000,0,,2;;1|1;,2|0|2|0
8,5|4|2|2|2|1,2,178563,0,2,6,630630,1,10,1000,0,,2;;1|1;,2|0|2|0
8,5|4|2|2|2|1,3,94311,0,3,9,630630,1,11,1000,0,,2;;1|1;,2|0|2|0
8,5|4|2|2|2|1,4,49553,0,1,6,630630,1,100,1000,0,,2;;1|1;,2|0|2|0
8,5|4|2|2|2|1,5,25915,0,3,11,630630,1,101,1000,0,,2;;1|1;,2|0|2|0
8,5|4|2|2|2|1,6,13506,1,2,12,630630,1,110,1000,0,,2;;1|1;,2|0|2|0
8,5|4|2|2|2|1,7,7028,2,3,17,630630,1,111,1000,0,,2;;1|1;,2|0|2|0
8,5|4|2|2|2|1,8,3661,0,0,8,630630,1,1000,1000,0,,2;;1|1;,2|0|2|0
8,5|4|2|2|1|1|1,0,698880,9,0,18,698880,9,0,1000,0,3|2|2|2|1|1|1,1;;;,1|0|0|0
8,5|4|2|2|1|1|1,1,381472,5,3,17,698880,9,1,1000,0,3|2|2|2|1|1|1,1;;;,1|0|0|0
8,5|4|2|2|1|1|1,2,206240,5,2,16,698880,9,10,1000,0,3|2|2|2|1|1|1,1;;;,1|0|0|0
8,5|4|2|2|1|1|1,3,110520,3,3,15,698880,9,11,1000,1,3|2|2|2|1|1|1,1;;;,1|0|0|0
8,5|4|2|2|1|1|1,4,58752,7,1,20,698880,9,100,1000,0,3|2|2|2|1|1|1,1;;;,1|0|0|0
8,5|4|2|2|1|1|1,5,31020,2,3,15,698880,9,101,1000,1,3|2|2|2|1|1|1,1;;;,1|0|0|0
8,5|4|2|2|1|1|1,6,16296,3,2,16,698880,9,110,1000,0,3|2|2|2|1|1|1,1;;;,1|0|0|0
8,5|4|2|2|1|1|1,7,8540,2,3,17,698880,9,111,1000,0,3|2|2|2|1|1|1,1;;;,1|0|0|0
8,5|4|2|2|1|1|1,8,4480,7,0,22,698880,9,1000,1000,0,3|2|2|2|1|1|1,1;;;,1|0|0|0
8,5|4|2|1|1|1|1|1,0,360360,3,0,6,360360,3,0,1000,1,,2|1;;1;,3|0|1|0
8,5|4|2|1|1|1|1|1,1,204204,2,3,11,360360,3,1,1000,0,,2|1;;1;,3|0|1|0
8,5|4|2|1|1|1|1|1,2,113850,1,2,8,360360,3,10,1000,0,,2|1;;1;,3|0|1|0
8,5|4|2|1|1|1|1|1,3,62550,1,3,11,360360,3,11,1000,0,,2|1;;1;,3|0|1|0
8,5|4|2|1|1|1|1|1,4,33928,3,1,12,360360,3,100,1000,0,,2|1;;1;,3|0|1|0
8,5|4|2|1|1|1|1|1,5,18210,1,3,13,360360,3,101,1000,0,,2|1;;1;,3|0|1|0
8,5|4|2|1|1|1|1|1,6,9699,0,2,10,360360,3,110,1000,0,,2|1;;1;,3|0|1|0
8,5|4|2|1|1|1|1|1,7,5145,0,3,13,360360,3,111,1000,0,,2|1;;1;,3|0|1|0
8,5|4|2|1|1|1|1|1,8,2730,1,0,10,360360,3,1000,1000,0,,2|1;;1;,3|0|1|0
8,5|4|1|1|1|1|1|1|1,0,80640,8,0,16,80640,8,0,1000,0,3|2|1|1|1,1;;;1,1|0|0|1
8,5|4|1|1|1|1|1|1|1,1,48048,4,3,15,80640,8,1,1000,0,3|2|1|1|1,1;;;1,1|0|0|1
8,5|4|1|1|1|1|1|1|1,2,27984,4,2,14,80640,8,10,1000,0,3|2|1|1|1,1;;;1,1|0|0|1
8,5|4|1|1|1|1|1|1|1,3,15948,2,3,13,80640,8,11,1000,1,3|2|1|1|1,1;;;1,1|0|0|1
8,5|4|1|1|1|1|1|1|1,4,8912,4,1,14,80640,8,100,1000,0,3|2|1|1|1,1;;;1,1|0|0|1
8,5|4|1|1|1|1|1|1|1,5,4900,2,3,15,80640,8,101,1000,0,3|2|1|1|1,1;;;1,1|0|0|1
8,5|4|1|1|1|1|1|1|1,6,2664,3,2,16,80640,8,110,1000,0,3|2|1|1|1,1;;;1,1|0|0|1
8,5|4|1|1|1|1|1|1|1,7,1442,1,3,15,80640,8,111,1000,0,3|2|1|1|1,1;;;1,1|0|0|1
8,5|4|1|1|1|1|1|1|1,8,784,4,0,16,80640,8,1000,1000,0,3|2|1|1|1,1;;;1,1|0|0|1
8,5|3|3|3|2,0,280280,3,0,6,280280,3,0,1000,1,2|2,1|1;;;1,2|0|0|1
8,5|3|3|3|2,1,147147,0,3,7,280280,3,1,1000,0,2|2,1|1;;;1,2|0|0|1
8,5|3|3|3|2,2,77385,0,2,6,280280,3,10,1000,1,2|2,1|1;;;1,2|0|0|1
8,5|3|3|3|2,3,40705,0,3,9,280280,3,11,1000,0,2|2,1|1;;;1,2|0|0|1
8,5|3|3|3|2,4,21378,1,1,8,280280,3,100,1000,0,2|2,1|1;;;1,2|0|0|1
8,5|3|3|3|2,5,11190,1,3,13,280280,3,101,1000,0,2|2,1|1;;;1,2|0|0|1
8,5|3|3|3|2,6,5826,1,2,12,280280,3,110,1000,0,2|2,1|1;;;1,2|0|0|1
8,5|3|3|3|2,7,3010,1,3,15,280280,3,111,1000,0,2|2,1|1;;;1,2|0|0|1
8,5|3|3|3|2,8,1540,2,0,12,280280,3,1000,1000,0,2|2,1|1;;;1,2|0|0|1
8,5|3|3|3|1|1,0,411840,6,0,12,411840,6,0,1000,1,5|2|2|1|1|1,;1;;,0|1|0|0
8,5|3|3|3|1|1,1,219648,9,3,25,411840,6,1,1000,0,5|2|2|1|1|1,;1;;,0|1|0|0
8,5|3|3|3|1|1,2,116952,3,2,12,411840,6,10,1000,1,5|2|2|1|1|1,;1;;,0|1|0|0
8,5|3|3|3|1|1,3,62136,3,3,15,411840,6,11,1000,0,5|2|2|1|1|1,;1;;,0|1|0|0
8,5|3|3|3|1|1,4,32904,3,1,12,411840,6,100,1000,1,5|2|2|1|1|1,;1;;,0|1|0|0
8,5|3|3|3|1|1,5,17340,2,3,15,411840,6,101,1000,0,5|2|2|1|1|1,;1;;,0|1|0|0
8,5|3|3|3|1|1,6,9078,1,2,12,411840,6,110,1000,1,5|2|2|1|1|1,;1;;,0|1|0|0
8,5|3|3|3|1|1,7,4712,3,3,19,411840,6,111,1000,0,5|2|2|1|1|1,;1;;,0|1|0|0
8,5|3|3|3|1|1,8,2416,4,0,16,411840,6,1000,1000,0,5|2|2|1|1|1,;1;;,0|1|0|0
8,5|3|3|2|2|1,0,648648,3,0,6,648648,3,0,1000,1,2|2,1|1;;1;,2|0|1|0
8,5|3|3|2|2|1,1,351351,0,3,7,648648,3,1,1000,0,2|2,1|1;;1;,2|0|1|0
8,5|3|3|2|2|1,2,189783,0,2,6,648648,3,10,1000,1,2|2,1|1;;1;,2|0|1|0
8,5|3|3|2|2|1,3,102114,1,3,11,648648,3,11,1000,0,2|2,1|1;;1;,2|0|1|0
8,5|3|3|2|2|1,4,54666,1,1,8,648648,3,100,1000,0,2|2,1|1;;1;,2|0|1|0
8,5|3|3|2|2|1,5,29076,2,3,15,648648,3,101,1000,0,2|2,1|1;;1;,2|0|1|0
8,5|3|3|2|2|1,6,15336,3,2,16,648648,3,110,1000,0,2|2,1|1;;1;,2|0|1|0
8,5|3|3|2|2|1,7,8001,0,3,13,648648,3,111,1000,0,2|2,1|1;;1;,2|0|1|0
8,5|3|3|2|2|1,8,4116,2,0,12,648648,3,1000,1000,0,2|2,1|1;;1;,2|0|1|0
8,5|3|3|2|1|1|1,0,673920,7,0,14,673920,7,0,1000,0,5|2|1,;2;;,0|2|0|0
8,5|3|3|2|1|1|1,1,373464,3,3,13,673920,7,1,1000,0,5|2|1,;2;;,0|2|0|0
8,5|3|3|2|1|1|1,2,205416,3,2,12,673920,7,10,1000,0,5|2|1,;2;;,0|2|0|0
8,5|3|3|2|1|1|1,3,112158,1,3,11,673920,7,11,1000,1,5|2|1,;2;;,0|2|0|0
8,5|3|3|2|1|1|1,4,60768,5,1,16,673920,7,100,1000,0,5|2|1,;2;;,0|2|0|0
8,5|3|3|2|1|1|1,5,32640,7,3,25,673920,7,101,1000,0,5|2|1,;2;;,0|2|0|0
8,5|3|3|2|1|1|1,6,17352,3,2,16,673920,7,110,1000,0,5|2|1,;2;;,0|2|0|0
8,5|3|3|2|1|1|1,7,9108,2,3,17,673920,7,111,1000,0,5|2|1,;2;;,0|2|0|0
8,5|3|3|2|1|1|1,8,4704,5,0,18,673920,7,1000,1000,0,5|2|1,;2;;,0|2|0|0
8,5|3|3|1|1|1|1|1,0,280280,3,0,6,280280,3,0,1000,1,2|2,1|1|1;;;,3|0|0|0
8,5|3|3|1|1|1|1|1,1,161161,0,3,7,280280,3,1,1000,0,2|2,1|1|1;;;,3|0|0|0
8,5|3|3|1|1|1|1|1,2,91399,0,2,6,280280,3,10,1000,1,2|2,1|1|1;;;,3|0|0|0
8,5|3|3|1|1|1|1|1,3,51177,0,3,9,280280,3,11,1000,0,2|2,1|1|1;;;,3|0|0|0
8,5|3|3|1|1|1|1|1,4,28308,2,1,10,280280,3,100,1000,0,2|2,1|1|1;;;,3|0|0|0
8,5|3|3|1|1|1|1|1,5,15465,0,3,11,280280,3,101,1000,0,2|2,1|1|1;;;,3|0|0|0
8,5|3|3|1|1|1|1|1,6,8333,0,2,10,280280,3,110,1000,0,2|2,1|1|1;;;,3|0|0|0
8,5|3|3|1|1|1|1|1,7,4417,0,3,13,280280,3,111,1000,0,2|2,1|1|1;;;,3|0|0|0
8,5|3|3|1|1|1|1|1,8,2296,3,0,14,280280,3,1000,1000,0,2|2,1|1|1;;;,3|0|0|0
8,5|3|2|2|2|2,0,240240,4,0,8,240240,4,0,1000,1,2|2,1;;1;1,1|0|1|1
8,5|3|2|2|2|2,1,134134,1,3,9,240240,4,1,1000,0,2|2,1;;1;1,1|0|1|1
8,5|3|2|2|2|2,2,74558,1,2,8,240240,4,10,1000,1,2|2,1;;1;1,1|0|1|1
8,5|3|2|2|2|2,3,41172,2,3,13,240240,4,11,1000,0,2|2,1;;1;1,1|0|1|1
8,5|3|2|2|2|2,4,22548,2,1,10,240240,4,100,1000,0,2|2,1;;1;1,1|0|1|1
8,5|3|2|2|2|2,5,12225,0,3,11,240240,4,101,1000,0,2|2,1;;1;1,1|0|1|1
8,5|3|2|2|2|2,6,6549,0,2,10,240240,4,110,1000,0,2|2,1;;1;1,1|0|1|1
8,5|3|2|2|2|2,7,3458,1,3,15,240240,4,111,1000,0,2|2,1;;1;1,1|0|1|1
8,5|3|2|2|2|2,8,1792,8,0,24,240240,4,1000,1000,0,2|2,1;;1;1,1|0|1|1
8,5|3|2|2|2|1|1,0,515970,1,0,2,515970,1,0,1000,1,,2;1|1;;,2|2|0|0
8,5|3|2|2|2|1|1,1,292383,0,3,7,515970,1,1,1000,0,,2;1|1;;,2|2|0|0
8,5|3|2|2|2|1|1,2,164430,1,2,8,515970,1,10,1000,0,,2;1|1;;,2|2|0|0
8,5|3|2|2|2|1|1,3,91665,0,3,9,515970,1,11,1000,0,,2;1|1;;,2|2|0|0
8,5|3|2|2|2|1|1,4,50589,0,1,6,515970,1,100,1000,0,,2;1|1;;,2|2|0|0
8,5|3|2|2|2|1|1,5,27600,4,3,19,515970,1,101,1000,0,,2;1|1;;,2|2|0|0
8,5|3|2|2|2|1|1,6,14859,0,2,10,515970,1,110,1000,0,,2;1|1;;,2|2|0|0
8,5|3|2|2|2|1|1,7,7875,0,3,13,515970,1,111,1000,0,,2;1|1;;,2|2|0|0
8,5|3|2|2|2|1|1,8,4095,0,0,8,515970,1,1000,1000,0,,2;1|1;;,2|2|0|0
8,5|3|2|2|1|1|1|1,0,429000,3,0,6,429000,3,0,1000,1,,2|1;1;;,3|1|0|0
8,5|3|2|2|1|1|1|1,1,250250,1,3,9,429000,3,1,1000,0,,2|1;1;;,3|1|0|0
8,5|3|2|2|1|1|1|1,2,144100,2,2,10,429000,3,10,1000,0,,2|1;1;;,3|1|0|0
8,5|3|2|2|1|1|1|1,3,81900,2,3,13,429000,3,11,1000,0,,2|1;1;;,3|1|0|0
8,5|3|2|2|1|1|1|1,4,45920,5,1,16,429000,3,100,1000,0,,2|1;1;;,3|1|0|0
8,5|3|2|2|1|1|1|1,5,25375,0,3,11,429000,3,101,1000,0,,2|1;1;;,3|1|0|0
8,5|3|2|2|1|1|1|1,6,13800,3,2,16,429000,3,110,1000,0,,2|1;1;;,3|1|0|0
8,5|3|2|2|1|1|1|1,7,7370,1,3,15,429000,3,111,1000,0,,2|1;1;;,3|1|0|0
8,5|3|2|2|1|1|1|1,8,3850,1,0,10,429000,3,1000,1000,0,,2|1;1;;,3|1|0|0
8,5|3|2|1|1|1|1|1|1,0,194040,3,0,6,194040,3,0,1000,1,2|2,1;;;1|1,1|0|0|2
8,5|3|2|1|1|1|1|1|1,1,118041,0,3,7,194040,3,1,1000,0,2|2,1;;;1|1,1|0|0|2
8,5|3|2|1|1|1|1|1|1,2,70455,0,2,6,194040,3,10,1000,1,2|2,1;;;1|1,1|0|0|2
8,5|3|2|1|1|1|1|1|1,3,41265,0,3,9,194040,3,11,1000,0,2|2,1;;;1|1,1|0|0|2
8,5|3|2|1|1|1|1|1|1,4,23716,2,1,10,194040,3,100,1000,0,2|2,1;;;1|1,1|0|0|2
8,5|3|2|1|1|1|1|1|1,5,13370,1,3,13,194040,3,101,1000,0,2|2,1;;;1|1,1|0|0|2
8,5|3|2|1|1|1|1|1|1,6,7386,1,2,12,194040,3,110,1000,0,2|2,1;;;1|1,1|0|0|2
8,5|3|2|1|1|1|1|1|1,7,3990,1,3,15,194040,3,111,1000,0,2|2,1;;;1|1,1|0|0|2
8,5|3|2|1|1|1|1|1|1,8,2100,2,0,12,194040,3,1000,1000,0,2|2,1;;;1|1,1|0|0|2
8,5|3|1|1|1|1|1|1|1|1,0,42120,3,0,6,42120,3,0,1000,1,2|2,1;;1|1;,1|0|2|0
8,5|3|1|1|1|1|1|1|1|1,1,27027,0,3,7,42120,3,1,1000,0,2|2,1;;1|1;,1|0|2|0
8,5|3|1|1|1|1|1|1|1|1,2,16929,0,2,6,42120,3,10,1000,1,2|2,1;;1|1;,1|0|2|0
8,5|3|1|1|1|1|1|1|1|1,3,10341,0,3,9,42120,3,11,1000,0,2|2,1;;1|1;,1|0|2|0
8,5|3|1|1|1|1|1|1|1|1,4,6156,2,1,10,42120,3,100,1000,0,2|2,1;;1|1;,1|0|2|0
8,5|3|1|1|1|1|1|1|1|1,5,3570,1,3,13,42120,3,101,1000,0,2|2,1;;1|1;,1|0|2|0
8,5|3|1|1|1|1|1|1|1|1,6,2016,5,2,20,42120,3,110,1000,0,2|2,1;;1|1;,1|0|2|0
8,5|3|1|1|1|1|1|1|1|1,7,1107,0,3,13,42120,3,111,1000,0,2|2,1;;1|1;,1|0|2|0
8,5|3|1|1|1|1|1|1|1|1,8,588,2,0,12,42120,3,1000,1000,0,2|2,1;;1|1;,1|0|2|0
8,5|2|2|2|2|2|1,0,116480,8,0,16,116480,8,0,1000,0,5|2|1,;1;;1,0|1|0|1
8,5|2|2|2|2|2|1,1,68432,4,3,15,116480,8,1,1000,0,5|2|1,;1;;1,0|1|0|1
8,5|2|2|2|2|2|1,2,39920,4,2,14,116480,8,10,1000,0,5|2|1,;1;;1,0|1|0|1
8,5|2|2|2|2|2|1,3,23060,2,3,13,116480,8,11,1000,1,5|2|1,;1;;1,0|1|0|1
8,5|2|2|2|2|2|1,4,13152,5,1,16,116480,8,100,1000,0,5|2|1,;1;;1,0|1|0|1
8,5|2|2|2|2|2|1,5,7380,2,3,15,116480,8,101,1000,0,5|2|1,;1;;1,0|1|0|1
8,5|2|2|2|2|2|1,6,4056,3,2,16,116480,8,110,1000,0,5|2|1,;1;;1,0|1|0|1
8,5|2|2|2|2|2|1,7,2170,1,3,15,116480,8,111,1000,0,5|2|1,;1;;1,0|1|0|1
8,5|2|2|2|2|2|1,8,1120,5,0,18,116480,8,1000,1000,0,5|2|1,;1;;1,0|1|0|1
8,5|2|2|2|2|1|1|1,0,150150,1,0,2,150150,1,0,1000,1,,2|2;;;,4|0|0|0
8,5|2|2|2|2|1|1|1,1,90090,1,3,9,150150,1,1,1000,0,,2|2;;;,4|0|0|0
8,5|2|2|2|2|1|1|1,2,53460,2,2,10,150150,1,10,1000,0,,2|2;;;,4|0|0|0
8,5|2|2|2|2|1|1|1,3,31320,3,3,15,150150,1,11,1000,0,,2|2;;;,4|0|0|0
8,5|2|2|2|2|1|1|1,4,18071,0,1,6,150150,1,100,1000,0,,2|2;;;,4|0|0|0
8,5|2|2|2|2|1|1|1,5,10235,0,3,11,150150,1,101,1000,0,,2|2;;;,4|0|0|0
8,5|2|2|2|2|1|1|1,6,5665,0,2,10,150150,1,110,1000,0,,2|2;;;,4|0|0|0
8,5|2|2|2|2|1|1|1,7,3045,0,3,13,150150,1,111,1000,0,,2|2;;;,4|0|0|0
8,5|2|2|2|2|1|1|1,8,1575,0,0,8,150150,1,1000,1000,0,,2|2;;;,4|0|0|0
8,5|2|2|2|1|1|1|1|1,0,105600,7,0,14,105600,7,0,1000,0,5|2|1,;;;1|1,0|0|0|2
8,5|2|2|2|1|1|1|1|1,1,65560,3,3,13,105600,7,1,1000,0,5|2|1,;;;1|1,0|0|0|2
8,5|2|2|2|1|1|1|1|1,2,40040,3,2,12,105600,7,10,1000,0,5|2|1,;;;1|1,0|0|0|2
8,5|2|2|2|1|1|1|1|1,3,24030,1,3,11,105600,7,11,1000,1,5|2|1,;;;1|1,0|0|0|2
8,5|2|2|2|1|1|1|1|1,4,14144,6,1,18,105600,7,100,1000,0,5|2|1,;;;1|1,0|0|0|2
8,5|2|2|2|1|1|1|1|1,5,8140,2,3,15,105600,7,101,1000,0,5|2|1,;;;1|1,0|0|0|2
8,5|2|2|2|1|1|1|1|1,6,4560,4,2,18,105600,7,110,1000,0,5|2|1,;;;1|1,0|0|0|2
8,5|2|2|2|1|1|1|1|1,7,2470,1,3,15,105600,7,111,1000,0,5|2|1,;;;1|1,0|0|0|2
8,5|2|2|2|1|1|1|1|1,8,1280,8,0,24,105600,7,1000,1000,0,5|2|1,;;;1|1,0|0|0|2
8,5|2|2|1|1|1|1|1|1|1,0,45760,6,0,12,45760,6,0,1000,1,5|2|2|1|1|1,;;1;,0|0|1|0
